"","ID","dcc_mean","ciri2_mean"
"1","chr1:104785950-104795565",2.2,2.8
"2","chr1:104792188-104821976",3.93333333333333,6.8
"3","chr1:114304821-114311513",2.33333333333333,2.4
"4","chr1:116643750-116660509",1.33333333333333,1.86666666666667
"5","chr1:12128638-12134025",2.13333333333333,2.2
"6","chr1:12128638-12158667",2.53333333333333,2.33333333333333
"7","chr1:126188351-126195625",3.73333333333333,4.73333333333333
"8","chr1:126573474-126583015",10.2,18.7333333333333
"9","chr1:127025462-127025957",5.26666666666667,22.6
"10","chr1:127814440-127858479",1,0.866666666666667
"11","chr1:127881908-127887913",1.4,3.2
"12","chr1:128239552-128243030",12.5333333333333,20.3333333333333
"13","chr1:128501692-128526760",1.6,2.2
"14","chr1:128978104-128978649",4.6,5.53333333333333
"15","chr1:134843160-134848903",4.6,5.6
"16","chr1:135860270-135871550",1.8,2.13333333333333
"17","chr1:137247124-137257406",1.33333333333333,0.933333333333333
"18","chr1:137247124-137264458",5,7.73333333333333
"19","chr1:137247124-137280380",1.13333333333333,1
"20","chr1:139943398-139956356",15.6666666666667,17.8666666666667
"21","chr1:140044382-140142798",0.866666666666667,1.26666666666667
"22","chr1:140044382-140158228",1.53333333333333,1.8
"23","chr1:140131618-140142798",4.26666666666667,5.33333333333333
"24","chr1:140131618-140158228",2,3.4
"25","chr1:141877382-141880461",1.4,1.46666666666667
"26","chr1:142849916-142852148",3.66666666666667,7.33333333333333
"27","chr1:143143055-143143524",3.73333333333333,4.53333333333333
"28","chr1:143712491-143718900",4.8,5.73333333333333
"29","chr1:143712491-143723739",6.53333333333333,8.6
"30","chr1:154405931-154425509",4.13333333333333,4.86666666666667
"31","chr1:154405931-154447475",5.53333333333333,9.46666666666667
"32","chr1:154406807-154418787",2.2,2.8
"33","chr1:154439745-154447475",3,5.13333333333333
"34","chr1:15488392-15494771",11.5333333333333,19.4666666666667
"35","chr1:15488392-15526167",2.06666666666667,2.86666666666667
"36","chr1:157422218-157440238",2.13333333333333,2.13333333333333
"37","chr1:157470071-157490006",1.26666666666667,2.66666666666667
"38","chr1:161928871-161932898",1.93333333333333,1.93333333333333
"39","chr1:162639900-162643789",1.53333333333333,1.53333333333333
"40","chr1:162684057-162691242",1.06666666666667,0.933333333333333
"41","chr1:163182618-163216364",1.06666666666667,1.13333333333333
"42","chr1:163203870-163216364",3.66666666666667,6.8
"43","chr1:164025518-164064815",5.66666666666667,21.0666666666667
"44","chr1:164046102-164064815",5.13333333333333,22.9333333333333
