"ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"chr10:57634023-57634588",4.81622537267311,-0.328900906902599,0.725405381490167,-0.453402904493144,0.650258645373304,0.911904218887147
"chr17:5524117-5530105",3.17021783140167,0.432441927401364,1.07789938800842,0.40118951008996,0.688280603288605,0.920169134367882
"chr17:5537447-5571375",1.04657601309164,-3.3525107158089,2.14751197599586,-1.56111386259173,0.118496887820361,NA
"chr2:45801786-45859187",3.26779270141603,0.455528466304993,0.841821903712507,0.541122135568192,0.588423401921458,0.883880707035281
"chr1:198429807-198432232",3.04753080228358,0.414033966774814,1.12663143134551,0.367497262419125,0.713248133482238,0.921862884556622
"chr9:110908611-110925546",4.61546553617039,2.32364978805383,1.49302074824107,1.55634125700619,0.11962696575771,0.465390871171444
"chr11:14700873-14721315",0.621185007192841,-0.188040397863567,3.38843148988794,-0.0554948206639958,0.955744256104911,NA
"chr16:26628565-26633439",5.77637092225173,-0.516184754278151,0.637355529141145,-0.809885112275914,0.41800620913261,0.785178646788698
"chr9:50898458-50906966",1.17325689667146,-3.51463905563135,2.21340926767179,-1.58788485571323,0.112312378609205,NA
"chr9:71915420-71927987",1.64169786037798,0.9757000882899,1.72582620451061,0.565352458862784,0.571834054032917,0.878394514713906
"chr7:41322521-41326655",1.34252819835978,2.40150944429756,2.11204189188754,1.13705578166886,0.255514967379654,NA
"chr4:181396179-181412674",3.64941662418108,0.149232864832441,0.872921231089899,0.17095799657217,0.864256793175108,0.974910172439628
"chr1:221065774-221067559",4.12747090053476,1.17349108106056,0.868305843669219,1.35147205286759,0.176544266440925,0.551463737978215
"chr5:105114416-105114740",6.91379797209812,0.315071477126306,0.598022852328317,0.52685524624957,0.598294114466987,0.891910721902886
"chr6:871525-894714",2.11583532143226,-1.32650267536199,1.29053940918881,-1.02786684847988,0.30401246573377,0.680858218964429
"chr3:3399474-3414759",1.88721313109108,1.93167342438929,1.71294128454133,1.12769389226702,0.259449217990478,0.630497140705627
"chr15:4124785-4129118",1.26562725049304,4.02798125961838,2.28167758093281,1.76535952900569,0.0775033606024156,NA
"chr5:136437825-136510629",0.215638333829666,-1.08160008798645,3.52945728165503,-0.306449406147585,0.759262495894734,NA
"chr2:35086861-35104742",1.08591773628694,0.328439931892229,2.34520557885029,0.140047394929549,0.888622543613586,NA
"chr1:251455609-251463748",7.51503563144925,-1.10739557262486,0.576716023481811,-1.92017479580188,0.0548358241087164,0.306873034602091
"chr5:161794861-161804292",2.81383304608812,0.436579246244349,1.00895621104908,0.432703859159963,0.66522992583703,0.916080166831123
"chr13:75177963-75192743",1.56749083695665,0.61134648511973,1.61248346519046,0.379133490864987,0.704588737433765,NA
"chr16:80780733-80793376",4.2290779259109,-1.13274261470049,1.53774033069533,-0.736628019756947,0.461348590624154,0.820625676154935
"chr15:48231960-48241781",0.500126840143837,2.68908587392354,3.4682718903041,0.775338831260936,0.438139469557426,NA
"chr8:33252442-33279218",12.9342387431748,0.254600240470092,0.409752497654975,0.621351283829083,0.534368517847733,0.851724843361975
"chr17:63265406-63279012",2.80417843476959,-3.27665577789824,1.36127168780356,-2.40705496724551,0.0160817491669155,0.148949260910318
"chr15:23840157-23871649",0.852890515339285,-3.05439417231436,2.86847950330093,-1.06481296756679,0.286960575747183,NA
"chr6:76576170-76608864",1.60559745527867,0.214593166169405,1.71220286059035,0.125331624604,0.900261016753674,0.983040362703289
"chr2:128599095-128636642",1.86282025075603,-2.46636583586811,1.54541934948101,-1.59592012141972,0.110506628505671,0.440536537009124
"chr8:33572918-33597389",5.73933655984546,-0.112147045931674,0.599740205256586,-0.186992709424399,0.851666349162881,0.974910172439628
"chr5:129413066-129528945",2.0744890943325,0.877199141846788,1.27556357137886,0.687695354061072,0.49164464630641,0.840492454646315
"chr1:281834156-281857037",8.28217670426026,-0.121268444548412,0.506827781317143,-0.23926952905632,0.810896591544815,0.964662521289895
"chr18:77291625-77308494",1.34162705721172,4.10598578238601,2.02659286105393,2.02605361012211,0.0427592912061846,NA
"chr6:135790445-135797661",4.43137356464443,0.491600642561714,0.710422822132998,0.691983178532632,0.488947892846377,0.838871916740302
"chr18:72189808-72194387",1.13197733186226,2.09702258684967,2.148981675479,0.97582153015905,0.329152913444307,NA
"chr8:76897417-76904745",4.35679764174769,0.540592460160501,0.837937871097974,0.645146231966038,0.518832426109974,0.847267450165787
"chr8:67019992-67021657",1.4798301885577,0.257732571059721,1.82182597251363,0.141469369164893,0.887499156515523,NA
"chrX:114972099-114978572",1.47961714435391,-2.03911433886685,2.01697139023193,-1.01097831567773,0.312026808419396,NA
"chr5:160138672-160148528",22.9944528584829,-0.285296658181924,0.416705341840419,-0.684648430283816,0.493565798282908,0.840492454646315
"chr18:48443339-48537979",1.49034148561306,2.58310147177847,1.84269845650814,1.40180367691487,0.160973880180944,NA
"chr5:119128606-119129476",3.10398071344819,-0.223026996936594,0.991929602057697,-0.224841557781861,0.822102535248004,0.969108044577909
"chr5:70552374-70557544",0.869273958988444,-3.08038051610386,2.83936112005552,-1.08488508007873,0.277972556851619,NA
"chr19:54803498-54815443",1.38395636347693,0.640505650913224,1.87145163839135,0.342250709435262,0.732162226230376,NA
"chr17:83567831-83589045",1.20877402640615,-0.476352099513305,2.03385411850653,-0.234211537188859,0.814820758710007,NA
"chr13:95230647-95348984",1.83372712050887,1.31410740451377,1.48700117934224,0.883729900668306,0.3768420352893,0.756441969377056
"chr1:220015523-220016193",3.53936608246092,-0.137099723085549,0.85283876322604,-0.160756908570784,0.872284865699557,0.976298644637864
"chr16:74219791-74228826",8.13750850380584,-0.260185156967435,0.626538148614215,-0.415274245539423,0.677941152579435,0.917881992093861
"chr8:46728894-46730691",0.879851744888319,3.50260812853201,2.80809526498652,1.24732525003878,0.212278262660828,NA
"chr4:50180977-50200342",8.82324624184124,-2.21155586199695,0.612106417203956,-3.6130251208591,0.000302645370095628,0.0114232529053116
